21,30,1,3,1,4,2,10
21,18,1,2,1,4,3,11
71,183,1,1,3,3,1,8
11,27,3,2,1,1,2,11
37,4,1,3,1,3,2,11
56,33,1,4,4,2,2,9
60,21,1,3,1,1,4,5
54,29,1,4,1,4,1,7
53,97,1,1,1,4,2,11
56,101,3,2,3,1,2,9
43,18,3,3,3,1,2,10
31,11,3,2,3,3,3,11
54,29,1,4,1,4,1,7
47,18,1,1,3,1,1,8
2,10,3,1,2,2,1,7
40,18,3,2,2,2,2,9
47,42,1,1,1,2,3,12
10,33,1,2,1,1,2,9
71,55,3,1,3,1,2,10
61,46,1,2,1,2,1,10
20,62,1,3,1,2,1,4
30,97,3,2,3,2,2,9
6,13,3,1,1,1,4,2
46,13,1,2,3,3,3,13
71,187,3,1,3,1,4,5
1,1,1,1,1,1,1,4
81,63,1,1,1,4,1,4
16,89,3,1,1,1,1,7
31,59,3,1,3,1,3,12
15,22,2,4,2,2,1,5
35,120,1,2,2,2,2,12
68,90,3,3,2,2,3,12
69,18,3,2,1,2,2,12
68,11,3,3,2,2,2,11
76,28,3,1,1,1,2,12
25,45,1,1,1,2,2,8
27,6,1,1,1,2,1,8
52,11,3,4,2,2,1,8
47,24,1,4,2,2,2,11
20,46,1,2,1,2,1,8
10,18,3,3,2,2,4,6
12,30,3,2,2,1,2,11
35,14,3,2,2,1,1,6
29,52,1,1,3,3,3,13
11,79,2,2,1,2,1,3
35,10,3,1,2,1,2,8
58,165,3,2,3,4,1,9
42,13,1,2,3,1,2,10
59,27,1,4,4,1,1,9
54,60,1,3,3,1,2,11
34,3,3,4,2,4,3,13
28,7,1,3,1,1,3,13
75,22,2,2,3,1,3,11
50,30,3,1,2,1,1,8
20,25,1,4,1,2,1,5
25,79,1,4,1,1,2,9
81,29,1,4,1,4,4,3
1,7,3,3,2,2,3,13
5,35,1,1,3,4,2,10
58,32,3,2,2,2,1,8
71,13,1,3,3,3,1,9
20,13,1,3,1,2,1,7
30,21,3,4,2,2,1,7
31,135,3,2,3,1,4,1
69,83,3,2,3,4,2,8
51,122,2,2,2,2,1,7
34,43,3,1,2,2,3,10
50,96,3,4,1,1,4,6
32,23,1,1,2,1,2,9
49,54,1,1,1,1,1,7
31,85,1,2,3,3,1,7
27,13,3,2,2,2,2,11
71,20,1,1,1,2,1,7
61,117,1,3,1,2,2,10
28,15,1,4,3,2,3,13
69,27,2,2,2,1,2,10
60,120,1,1,3,3,2,11
60,7,1,1,3,3,3,13
28,10,3,4,1,4,2,12
9,35,3,3,2,1,2,11
70,45,2,1,3,1,2,9
58,166,1,2,1,4,2,11
52,13,3,2,2,2,2,11
18,106,1,2,3,3,3,13
75,37,1,2,1,2,3,12
60,34,3,4,3,1,1,8
27,4,1,2,1,2,1,10
73,87,1,2,1,4,4,1
35,16,3,4,2,2,2,10
58,136,3,1,3,1,2,9
39,17,1,2,3,3,1,7
19,48,3,2,3,3,2,12
21,16,1,2,1,1,1,5
18,107,1,1,3,2,3,13
25,52,3,4,2,2,3,11
42,35,1,1,3,1,3,13
51,74,3,2,1,2,1,8
12,82,3,1,3,1,4,4
35,133,1,2,2,1,2,9
30,83,1,3,3,1,2,9
77,58,3,1,3,1,3,13
54,16,1,3,2,2,1,9
15,20,1,1,3,1,2,12
17,103,3,2,2,1,3,12
13,51,1,2,2,1,2,10
71,4,1,1,1,1,2,11
32,87,3,1,2,1,4,4
17,37,3,1,3,1,3,11
31,119,3,2,3,3,3,12
20,3,1,2,2,2,4,4
2,25,3,1,2,3,2,11
30,43,3,3,3,2,1,6
43,6,3,4,1,1,2,10
50,90,3,3,1,1,1,8
39,133,3,3,3,1,3,12
10,68,3,2,3,1,3,12
54,17,3,4,1,4,1,8
16,48,1,1,1,1,1,8
75,90,3,4,3,1,1,5
49,30,3,4,1,1,1,7
23,95,1,2,3,1,1,8
49,154,2,2,1,1,3,13
53,43,3,2,1,1,2,11
16,30,3,1,1,4,1,7
39,19,1,3,3,1,3,13
10,13,1,3,1,2,1,7
2,33,3,3,3,2,1,10
16,27,1,1,1,1,2,9
68,57,3,2,2,2,1,9
27,43,3,2,1,4,1,5
65,63,1,2,3,1,2,8
29,50,3,2,2,1,1,7
69,65,3,2,1,2,1,9
58,11,3,3,3,1,1,6
75,58,2,4,3,1,2,9
32,9,3,1,3,1,1,10
1,19,3,3,2,2,2,10
27,62,3,3,1,4,4,4
74,46,1,2,2,2,2,10
58,37,3,2,1,2,2,11
54,101,3,2,4,2,3,11
20,48,1,4,1,2,2,8
6,59,1,3,1,1,2,11
8,62,3,1,3,1,4,1
76,60,1,3,3,3,3,13
23,117,1,4,3,1,1,7
70,7,1,2,3,1,3,13
39,18,3,3,3,1,3,11
76,46,1,2,3,3,2,11
51,120,3,2,1,2,2,9
78,49,3,4,3,3,5,9
32,55,1,2,3,1,2,11
30,95,1,2,2,1,1,4
27,26,1,2,1,2,2,10
33,30,1,2,1,1,3,13
23,20,1,3,3,1,2,10
34,97,3,2,2,2,2,9
21,88,3,2,2,2,3,12
30,60,1,3,1,2,2,10
47,6,1,4,2,2,3,11
4,13,1,4,3,1,3,12
18,20,1,1,1,4,2,10
73,45,3,2,1,1,1,8
71,2,3,1,3,1,1,9
39,48,3,1,2,1,3,12
1,8,3,2,2,2,1,6
5,42,1,2,1,4,1,8
10,73,3,2,2,2,2,9
17,48,3,2,1,1,1,8
67,130,1,2,2,2,2,10
35,69,3,4,3,3,2,11
70,59,3,4,2,1,1,6
68,22,1,3,3,3,3,12
40,29,3,2,1,2,2,10
49,14,1,3,1,1,1,7
28,6,1,4,1,2,1,8
81,30,1,4,1,4,3,4
34,134,3,1,2,4,3,12
71,133,3,2,3,1,2,11
31,84,3,2,2,1,4,1
18,4,1,2,2,2,1,9
26,74,1,2,1,4,2,9
40,42,3,2,1,2,2,9
34,49,3,2,2,4,2,9
21,10,1,2,1,4,4,4
19,17,1,2,3,4,4,4
10,66,1,2,3,3,3,13
39,51,3,3,2,1,1,7
75,10,1,4,1,2,1,4
32,33,3,2,3,1,3,13
1,16,1,2,3,3,3,12
5,58,1,2,2,1,3,13
34,74,3,4,3,1,3,11
47,16,1,4,2,2,3,13
9,28,2,2,2,2,2,13
15,28,3,2,2,2,1,8
32,51,1,3,2,1,2,11
14,55,1,3,1,2,3,11
33,97,1,3,1,1,3,13
47,37,1,2,1,4,2,11
59,87,1,2,2,1,3,12
81,45,3,2,2,4,2,8
60,55,1,1,3,1,3,12
34,101,3,2,2,1,3,11
26,28,1,2,1,4,2,11
66,85,2,1,3,1,1,7
74,121,3,4,3,2,5,11
10,19,3,4,2,2,2,11
68,64,3,3,2,2,1,6
1,5,1,2,2,2,3,13
44,14,1,1,3,3,2,10
43,45,3,2,3,1,2,11
51,101,3,2,3,2,3,12
41,52,3,1,1,1,2,10
5,50,1,4,3,1,4,5
68,9,1,2,2,2,3,13
17,40,3,2,1,1,4,4
27,50,3,3,4,2,1,7
17,21,3,1,3,1,1,4
1,23,1,2,3,1,3,13
35,21,1,2,2,1,1,6
81,26,1,4,1,4,1,8
78,190,1,2,3,3,4,2
61,10,1,4,1,1,2,12
61,17,1,3,1,1,2,13
34,116,3,1,2,2,3,11
70,87,3,2,3,1,3,11
33,49,1,2,2,2,5,0
79,55,2,2,2,2,1,9
69,79,2,2,1,2,1,7
80,13,1,2,3,1,2,11
77,136,1,2,2,1,2,9
14,85,1,3,1,4,1,2
39,142,1,3,2,3,4,1
76,35,3,1,2,1,2,13
29,132,3,2,2,1,2,10
49,24,1,1,1,4,4,4
37,20,1,3,2,1,1,8
35,41,1,4,2,1,2,7
33,48,1,3,1,1,3,13
30,6,1,2,3,1,2,9
17,43,3,4,2,1,4,1
69,71,3,1,1,2,3,12
67,7,1,2,1,2,2,12
47,90,1,1,1,4,1,5
16,7,1,2,1,4,2,11
84,1,1,3,2,2,1,5
25,95,1,2,1,1,2,9
50,27,3,2,3,1,3,11
58,14,3,1,3,1,2,9
69,40,2,2,1,2,4,1
5,56,3,4,3,1,2,10
61,79,1,3,3,1,2,10
5,19,1,1,1,4,2,11
40,63,3,3,1,2,1,7
13,83,1,2,2,1,2,11
17,90,3,2,3,1,1,7
75,55,3,3,2,2,3,13
30,35,1,4,1,2,3,13
21,53,1,2,1,4,4,3
75,87,1,2,3,3,4,1
84,118,3,1,3,3,1,4
22,18,1,3,2,2,1,7
75,63,3,4,2,2,1,7
79,19,1,3,1,2,2,9
71,90,3,1,3,1,2,10
10,20,3,4,1,2,1,9
14,49,1,2,2,2,1,7
24,92,1,1,1,4,5,11
48,3,1,1,2,1,2,9
34,1,3,1,2,2,4,2
62,47,3,2,4,4,2,9
69,46,3,2,3,1,2,10
44,30,1,4,1,1,4,4
61,13,1,4,1,1,1,10
16,45,1,1,1,4,3,13
25,18,1,4,1,1,1,7
79,58,3,4,2,2,3,13
39,4,1,3,3,1,1,10
17,13,1,3,2,1,1,6
54,96,1,4,1,4,1,6
31,41,3,1,3,1,1,8
69,179,2,2,2,2,3,13
44,147,1,1,3,3,3,13
71,7,3,1,1,2,2,10
71,180,3,2,1,2,2,10
54,13,1,2,1,4,3,13
43,89,3,3,3,1,2,11
42,33,1,1,3,1,1,8
1,21,3,3,2,2,1,5
49,35,2,4,1,1,3,11
50,28,2,2,3,1,2,10
61,87,1,2,2,1,2,12
71,185,3,2,1,1,3,12
32,74,3,1,3,1,2,10
54,19,1,4,2,2,3,11
43,30,3,3,1,1,1,9
10,75,1,2,2,2,3,12
17,93,3,4,3,1,1,9
10,62,3,4,2,2,2,10
25,89,3,3,1,1,2,10
32,27,1,4,2,1,1,9
45,97,1,2,3,4,1,6
69,172,1,2,1,2,3,13
56,33,1,2,2,1,5,8
40,11,3,1,3,1,1,8
65,27,1,2,3,3,3,13
69,1,3,2,1,2,2,10
71,30,1,1,1,1,1,7
2,13,3,3,3,1,3,12
49,156,3,1,3,3,3,12
61,18,1,4,1,1,1,9
49,66,1,1,1,4,2,10
73,62,1,2,3,3,2,11
20,74,1,2,1,2,1,8
69,170,1,4,3,1,3,13
46,7,1,1,3,3,3,13
30,11,1,3,1,3,3,12
61,82,1,3,3,1,2,13
39,66,1,1,2,3,3,13
31,54,1,2,3,3,2,11
56,7,1,2,3,3,3,13
61,85,1,1,3,4,1,8
54,34,1,3,1,4,2,11
16,55,1,2,1,4,3,13
18,10,3,2,2,2,1,10
27,126,1,1,1,2,1,8
38,60,1,3,4,4,5,13
29,54,3,1,2,1,1,6
20,12,1,4,1,2,4,4
24,37,1,4,1,4,2,10
21,21,1,1,1,4,2,12
24,56,1,4,1,4,2,10
56,19,3,4,3,3,2,10
84,54,3,1,3,1,4,1
81,34,3,2,2,2,2,5
65,97,1,2,3,3,3,13
15,16,3,4,2,2,2,11
13,46,1,2,1,1,4,1
55,4,3,2,1,2,2,10
36,13,3,3,3,1,2,10
51,97,3,2,1,2,2,10
81,10,1,4,1,4,3,13
59,80,1,2,2,1,2,10
74,28,3,2,3,2,2,10
45,144,1,4,3,1,3,13
49,38,1,1,3,1,4,4
23,18,1,1,3,1,1,7
32,35,1,2,3,1,3,12
16,74,3,1,1,1,2,9
54,29,1,4,1,4,1,7
58,7,1,2,3,3,3,13
73,43,3,2,1,1,3,12
49,53,3,4,1,1,1,9
35,42,1,2,3,1,2,8
31,97,1,2,3,1,2,9
47,40,1,3,1,4,1,7
62,30,1,4,1,4,1,8
53,4,1,4,2,1,2,10
49,154,2,2,1,1,3,13
32,62,3,3,2,1,1,10
2,24,3,2,2,2,1,6
49,158,1,1,1,4,3,12
29,90,3,1,3,3,3,13
20,16,1,4,1,2,2,11
31,55,3,1,2,1,2,10
18,108,1,2,1,4,2,11
10,42,3,2,1,2,3,11
4,20,1,2,3,1,2,9
25,16,1,4,1,1,2,8
49,114,3,1,3,3,3,12
54,97,1,3,3,3,2,10
61,66,1,2,1,1,3,13
62,11,3,4,3,2,2,11
31,133,3,4,3,1,2,8
40,110,3,1,3,1,1,8
20,1,1,2,2,2,1,3
28,14,1,2,1,2,3,11
81,15,1,4,1,4,4,1
74,74,3,4,2,1,2,10
47,65,1,1,2,2,1,6
58,127,3,4,2,2,2,10
76,58,1,1,1,4,3,13
81,46,3,4,3,4,2,8
5,16,1,2,3,3,2,12
31,16,1,1,3,3,2,11
46,18,1,1,2,1,4,4
65,46,1,2,3,1,1,7
18,35,3,2,2,1,2,10
76,49,3,1,3,3,4,4
70,74,1,3,1,1,2,11
30,74,3,2,2,2,2,9
34,17,3,4,3,1,1,4
23,48,1,1,3,1,3,11
30,18,2,2,2,2,2,8
71,103,1,1,1,1,3,12
49,24,1,1,1,4,4,4
68,3,2,2,2,2,1,6
54,25,2,3,2,2,2,10
2,16,3,2,3,2,2,11
25,102,1,3,1,1,2,8
49,83,1,1,3,1,4,1
28,16,1,2,3,1,3,12
1,10,3,3,2,2,2,9
19,49,3,2,3,4,5,10
5,52,1,1,4,4,2,12
18,34,3,2,3,1,3,12
68,14,3,3,2,2,2,11
50,53,3,4,2,1,1,7
17,41,3,2,2,1,1,5
60,33,1,1,3,1,2,9
20,97,1,2,1,2,1,8
60,92,3,1,2,1,3,12
35,12,3,2,2,4,3,2
23,33,1,1,3,1,2,10
52,60,1,3,1,1,2,10
29,87,1,1,3,1,2,9
60,50,3,4,3,3,1,9
69,174,3,4,1,2,3,13
53,16,3,2,1,1,2,10
35,134,1,4,2,4,4,1
79,21,1,2,1,2,4,4
68,66,2,2,2,2,3,13
66,111,1,1,1,4,1,7
29,18,3,1,2,1,1,10
1,2,1,2,2,2,2,10
51,35,3,4,1,2,2,10
81,13,1,2,2,4,2,12
43,46,3,2,3,1,2,10
20,45,1,2,1,2,1,8
60,85,3,1,3,1,4,4
35,131,3,3,2,4,2,4
74,57,3,1,3,1,1,8
28,4,3,2,1,2,1,8
76,30,1,3,1,1,1,5
28,20,3,4,1,4,1,7
17,33,3,2,2,1,2,9
61,133,1,2,1,1,1,10
81,84,1,2,4,4,4,1
41,13,3,1,2,1,1,8
65,10,1,2,3,3,3,12
49,41,3,1,3,1,1,7
1,14,3,3,2,2,2,9
16,16,3,1,1,1,1,6
60,27,1,3,3,1,2,10
16,58,3,1,3,1,2,8
44,26,1,2,3,4,1,7
27,79,3,3,2,4,5,8
34,10,1,3,3,1,1,4
50,7,1,2,3,3,3,13
49,60,1,1,1,1,1,7
62,96,3,2,3,4,2,9
48,4,1,2,1,1,1,8
6,22,3,3,1,1,2,12
30,57,1,2,1,4,2,9
70,50,3,2,2,1,1,8
47,46,1,2,3,1,2,10
67,35,3,2,3,1,2,11
25,90,1,1,3,3,3,13
42,26,3,1,2,1,1,6
43,146,3,4,3,1,2,10
81,90,3,2,1,4,1,5
48,92,3,3,2,1,1,9
2,35,3,2,3,1,3,12
51,19,1,4,1,2,2,9
56,45,3,3,3,1,5,9
51,133,1,3,1,2,2,9
68,20,2,2,2,2,2,10
81,27,3,2,1,4,2,10
24,10,1,1,1,4,2,10
69,130,2,3,1,2,2,12
38,11,3,1,3,1,1,8
28,79,1,3,1,2,2,11
69,16,3,2,3,1,3,13
73,97,1,2,1,4,2,10
17,98,1,1,3,1,2,11
32,41,3,2,2,1,1,9
1,12,2,3,2,2,2,9
73,32,3,4,1,2,4,4
61,8,1,3,3,1,2,11
38,51,3,2,3,1,2,10
56,37,1,4,2,2,1,9
73,10,1,1,3,1,3,12
25,35,1,2,1,4,2,8
34,90,3,1,3,1,1,7
16,82,1,2,1,4,2,10
49,154,2,2,1,1,3,13
29,10,1,2,2,1,5,1
35,66,3,2,2,1,3,12
5,46,1,1,3,1,1,8
30,37,1,2,2,2,3,11
39,6,1,3,3,1,2,10
44,43,1,1,3,3,1,9
57,10,1,3,3,1,2,0
54,1,3,3,2,2,2,8
75,16,1,2,3,3,3,13
78,83,3,3,1,4,3,1
17,28,3,2,3,1,2,11
28,45,3,4,1,2,1,7
11,80,3,2,1,1,4,4
31,34,3,2,2,1,2,8
31,120,1,1,3,3,2,8
5,26,1,2,1,4,1,8
35,30,2,2,2,1,3,11
46,97,1,2,3,3,2,13
68,50,1,2,2,2,2,8
39,11,3,3,3,1,2,11
43,16,1,2,3,3,2,10
81,97,1,2,2,1,3,11
17,95,3,2,3,1,1,6
75,41,3,4,3,1,2,10
18,95,2,2,2,2,4,4
10,16,3,2,1,2,2,11
29,3,1,1,2,1,1,7
52,85,3,2,2,2,2,9
35,19,3,4,2,1,2,12
31,79,3,1,2,1,2,10
41,7,3,2,2,1,1,9
17,7,1,1,3,4,3,13
81,49,1,4,1,4,1,2
78,189,2,2,3,1,3,12
43,120,3,2,3,1,1,9
5,4,1,2,3,1,2,10
35,38,3,3,3,3,1,10
50,17,1,1,3,1,1,8
23,55,1,3,3,3,2,10
58,19,1,1,3,1,2,9
81,17,1,2,1,4,1,9
60,135,1,1,3,1,2,11
31,20,1,2,3,3,3,9
50,48,1,1,1,1,2,11
44,149,1,4,1,1,4,2
20,55,1,2,2,2,1,8
17,83,1,1,3,1,1,7
2,40,1,2,2,2,4,6
28,51,1,4,2,2,1,6
73,12,3,2,1,4,2,11
20,42,1,2,1,2,1,8
76,38,1,2,3,3,4,1
1,18,3,4,2,2,2,12
52,59,1,3,1,1,2,10
17,94,1,2,3,3,2,10
43,11,3,3,3,4,2,10
25,32,1,4,1,1,2,9
30,61,3,4,2,1,1,5
75,13,1,2,3,3,3,13
47,30,1,1,2,2,2,12
49,45,3,2,1,4,3,10
30,64,1,2,1,2,1,5
58,3,3,2,2,2,2,11
68,18,3,4,4,2,2,10
53,18,3,2,1,1,2,10
50,66,1,1,2,1,1,9
81,48,3,2,1,2,2,9
43,42,1,2,3,1,1,7
12,1,3,2,1,1,1,9
18,29,3,2,3,2,1,9
43,33,3,3,3,1,3,11
39,62,1,1,3,1,1,8
47,12,1,1,3,3,2,8
71,11,3,1,3,1,1,8
20,96,1,4,1,2,4,2
10,65,3,2,2,2,1,6
31,17,1,2,3,3,2,8
60,28,3,1,3,3,2,9
69,69,1,2,1,2,3,13
62,59,1,4,1,4,2,9
1,11,3,2,2,2,3,12
46,10,1,2,2,1,3,12
28,85,3,4,2,2,1,9
49,29,1,1,1,1,1,8
61,42,1,4,3,2,1,9
21,62,1,3,1,4,1,7
23,21,1,3,3,1,2,10
29,28,3,1,3,1,1,4
17,60,1,3,1,1,2,8
56,14,1,4,1,4,4,7
60,41,3,1,3,1,1,6
34,7,1,1,1,4,3,12
52,35,3,4,2,2,2,10
71,83,1,2,2,2,1,10
44,13,1,3,1,4,2,11
69,51,3,2,1,2,2,10
24,40,1,2,1,4,1,7
60,26,1,1,3,3,3,12
68,13,1,3,2,2,1,7
73,6,1,2,1,4,2,10
71,28,1,1,3,4,4,3
21,37,1,1,1,4,1,8
81,20,1,2,2,4,1,7
5,51,1,2,1,1,1,10
43,116,3,3,3,1,2,10
17,92,3,1,3,1,2,10
19,85,1,3,3,3,2,12
49,27,3,1,1,1,3,11
17,1,3,2,2,1,1,5
84,192,1,1,3,1,3,13
75,3,3,3,3,1,3,13
54,29,1,4,1,4,1,6
21,83,1,2,1,4,2,10
67,58,1,2,3,1,2,11
44,10,1,2,3,3,4,5
71,74,1,1,1,1,2,10
76,21,1,2,1,1,1,7
50,59,1,4,1,1,1,7
21,42,1,1,1,4,3,11
60,43,3,1,3,1,2,10
23,35,1,4,3,2,2,10
1,9,1,2,2,2,3,13
10,70,1,2,1,2,3,11
51,79,1,2,1,2,1,8
81,51,3,2,2,4,1,8
78,119,3,3,1,4,4,1
17,85,1,2,3,1,4,5
42,7,1,2,3,3,1,8
22,14,1,2,3,3,2,10
49,17,1,1,3,1,1,8
1,17,3,3,3,1,2,8
10,77,3,2,3,1,2,10
79,61,2,4,2,2,1,7
56,74,3,3,2,2,1,8
60,17,3,1,3,1,1,7
23,13,1,2,3,3,3,11
23,24,1,4,2,2,1,7
35,59,3,2,1,4,1,9
39,132,3,1,2,1,4,3
3,21,3,3,2,4,2,10
69,35,3,3,1,2,2,12
69,15,3,2,1,2,2,12
76,13,1,1,3,3,3,13
30,133,3,2,2,1,2,9
29,25,3,2,3,1,4,1
68,17,3,3,2,2,2,9
10,51,3,2,3,2,2,10
53,1,1,4,1,1,1,10
17,58,3,2,1,1,2,10
16,87,1,2,3,1,4,1
54,29,1,4,1,4,1,6
44,16,1,2,2,1,2,11
74,64,3,2,2,3,1,10
11,24,2,4,1,4,4,2
49,120,1,2,1,1,3,10
27,60,1,2,1,2,2,12
44,7,1,2,2,1,3,13
61,49,1,2,2,2,1,10
13,55,1,2,1,1,2,8
43,32,1,4,3,1,1,9
19,110,3,4,1,1,1,7
76,85,1,2,3,3,4,1
43,10,1,3,3,3,2,10
62,110,3,4,1,4,1,8
5,48,1,2,3,1,2,10
53,83,1,2,2,1,1,9
54,49,3,1,3,3,4,2
32,19,3,1,2,1,1,9
54,2,1,2,3,1,2,9
60,14,1,1,3,1,2,8
10,71,3,4,3,1,3,12
80,16,1,2,3,1,2,11
61,28,1,3,1,1,2,13
69,53,1,4,3,1,1,4
18,109,3,3,3,2,2,10
60,6,3,1,3,1,4,4
74,18,3,3,1,4,2,8
68,19,3,3,2,2,2,10
78,101,1,4,3,3,3,5
58,95,3,4,3,1,1,8
27,74,1,4,1,2,2,10
71,58,3,1,3,1,2,10
39,26,3,4,3,1,1,9
16,22,3,2,1,4,1,4
79,20,1,3,1,2,4,6
31,47,3,1,3,3,2,10
71,66,1,1,1,4,1,8
59,7,1,3,3,3,3,12
69,42,3,4,1,2,3,13
20,11,1,2,1,2,2,10
65,110,1,2,3,1,1,8
38,1,2,2,3,1,1,7
29,60,3,2,3,1,2,10
71,35,3,2,3,1,1,7
16,91,3,2,3,1,2,10
29,130,1,1,3,1,3,13
60,116,1,1,3,1,3,12
54,10,2,4,3,1,1,7
21,113,1,2,1,4,3,12
67,20,1,2,2,2,1,6
60,97,1,1,3,3,3,13
28,46,1,2,1,1,3,12
47,7,1,4,1,4,3,13
78,191,1,2,3,3,2,12
11,49,2,4,2,1,2,9
50,46,1,2,3,1,2,10
49,67,3,1,3,3,3,13
50,14,1,3,2,1,1,9
39,28,3,3,3,2,2,12
43,35,1,2,3,3,3,12
27,7,1,4,1,2,3,12
60,15,1,1,3,1,2,10
44,19,3,2,3,1,3,13
25,20,1,1,1,1,2,7
10,41,3,4,2,2,2,9
29,43,3,4,3,1,1,7
51,13,3,2,3,2,2,11
34,41,3,1,2,4,1,6
19,95,3,2,3,4,2,8
39,14,1,3,3,3,3,13
60,14,1,1,3,1,2,8
74,34,3,2,2,1,2,10
17,101,3,2,3,1,2,10
35,24,2,2,2,2,1,5
76,42,1,3,3,1,1,9
39,95,3,3,2,1,1,6
30,16,1,3,1,2,3,12
47,53,1,4,1,2,1,5
49,28,2,2,3,1,3,10
13,62,1,1,3,1,1,10
65,111,1,2,3,3,2,11
49,126,3,1,1,1,3,12
16,19,1,3,2,1,2,10
17,16,3,1,1,1,2,9
27,1,1,1,1,2,2,9
39,12,1,3,3,1,1,5
60,20,1,3,3,3,3,13
39,45,1,3,3,1,3,13
35,58,2,2,2,2,2,12
37,90,1,3,1,1,2,10
29,5,1,1,3,1,2,10
61,16,1,4,3,2,2,10
24,120,1,4,1,4,1,9
40,1,3,2,2,2,1,6
35,139,3,2,2,1,1,8
51,29,3,2,1,2,1,8
29,35,3,4,2,1,2,10
28,13,1,2,1,2,3,13
7,61,1,4,1,2,1,7
67,167,3,3,2,2,2,10
39,65,3,3,2,1,2,10
53,58,1,2,2,2,3,12
6,43,1,4,1,1,1,8
78,190,1,2,3,3,4,2
54,90,1,1,3,1,3,13
30,13,3,3,2,2,2,12
6,19,3,1,1,4,3,12
35,130,1,2,3,1,1,3
2,31,3,2,3,1,1,7
58,10,3,2,3,1,3,12
43,37,3,2,3,1,2,10
17,35,3,1,3,1,2,11
35,32,1,1,3,1,3,13
2,44,3,2,1,1,3,12
52,90,3,2,2,2,3,11
69,96,2,2,1,2,5,6
28,49,3,2,3,1,1,7
73,4,1,2,3,1,3,12
71,41,3,2,3,1,4,6
56,26,1,4,2,2,3,12
14,40,1,1,1,2,3,10
54,42,1,2,3,3,1,7
34,136,3,1,2,4,2,8
25,1,1,4,1,1,2,9
23,27,1,2,3,3,2,10
20,43,1,2,3,1,1,7
62,18,3,4,2,2,2,10
5,18,1,1,1,4,2,10
